1 72 4
0 0

0 0 0 60 1
0 1 0 64 1
0 2 0 67 1
0 3 0 72 1
1 0 0 60 0
1 0 0 64 0
1 0 0 67 0
1 0 0 72 0

1 0 0 60 1
1 1 0 64 1
1 2 0 67 1
1 3 0 72 1
2 0 0 60 0
2 0 0 64 0
2 0 0 67 0
2 0 0 72 0

2 0 0 60 1
2 1 0 64 1
2 2 0 67 1
2 3 0 72 1
3 0 0 60 0
3 0 0 64 0
3 0 0 67 0
3 0 0 72 0

3 0 0 60 1
3 1 0 64 1
3 2 0 67 1
3 3 0 72 1
4 0 0 60 0
4 0 0 64 0
4 0 0 67 0
4 0 0 72 0

4 0 0 58 1
4 1 0 62 1
4 2 0 65 1
4 3 0 70 1
5 0 0 58 0
5 0 0 62 0
5 0 0 65 0
5 0 0 70 0

5 0 0 58 1
5 1 0 62 1
5 2 0 65 1
5 3 0 70 1
6 0 0 58 0
6 0 0 62 0
6 0 0 65 0
6 0 0 70 0

6 0 0 58 1
6 1 0 62 1
6 2 0 65 1
6 3 0 70 1
7 0 0 58 0
7 0 0 62 0
7 0 0 65 0
7 0 0 70 0

7 0 0 58 1
7 1 0 62 1
7 2 0 65 1
7 3 0 70 1
8 0 0 58 0
8 0 0 62 0
8 0 0 65 0
8 0 0 70 0

8 0 0 60 1
8 0 0 64 1
8 0 0 67 1
8 0 0 72 1
12 0 0 60 0
12 0 0 64 0
12 0 0 67 0
12 0 0 72 0

